"title","content","date","variant","images","verified","author","rating","product","url"
"Catfish love these","I have a 5"" Pictus catfish that loves these. They sink the the bottom pretty quickly and disolve for him pretty easily. My cichlids enjoy them too.","15 Apr 2022","Size: 6.5 Ounce","","Yes","Corey M","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Good option","This has been a good choice for sinking pellets. It does not make a mess or break apart super quickly like some others. And the fish seem excited too, though I do not think they are terribly picky eaters!","12 Apr 2022","Size: 6.5 Ounce","","Yes","CoachDad","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Good product good price","The fish like it, it comes from a good brand and is a quality product. All around not a bad deal.","08 Apr 2022","Size: 6.5 Ounce","","Yes","Bdiddy","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Every fish, crab and shrimp love these!","Our freshwater and saltwater aquariums full of life appreciate this food. Sticks and pellets float more than expected. With smaller fish and bottom feeders I like the variety of sizes, often breaking open pieces to spread around. Crushing them makes dust so I split them to keep shell more intact. Fish break up the rest.","07 Apr 2022","Size: 6.5 Ounce","","Yes","Jason Pedersen","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Fish Love The Taste!!!","Cheap and worth the money too! Fish love the taste and will eat it all up like nothing. Whatever you see lefted behide when you check in the morning they ate every crumb 😆","06 Apr 2022","Size: 3-1/4-Ounce","","Yes","Geronimo Arroyo","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"That's good fish food","Not top shelf but it'll get the job done. My catfish really loves it. So as long as the fish eats it, it's perfect in my book. There's no need to switch it off.","01 May 2022","Size: 6.5 Ounce","","Yes","Jorge_film_reviews","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Fish don't readyly go to it","Won't buy again. Fish don't seem to get excited over the food","26 Apr 2022","Size: 6.5 Ounce","","Yes","Mikey","2.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Otocinclus Catfish","They don't stay the same color as you put them it, they become a white cloudy mess, and leave residue when removing. My oto cat died literally on top of one of the little thing of food.","24 Apr 2022","Size: 6.5 Ounce","","No","Adrian","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"The little guys seem to love them!","They sink right to the bottom of the tank, lay on top of the stones and do not disintegrate right away.  Packaging is very ergonomic and easy to use & open.","17 Apr 2022","Size: 6.5 Ounce","","Yes","AJS_561","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Fish approved","My fish love it. They are happy and healthy so it must be good.","17 Apr 2022","Size: 6.5 Ounce","","Yes","Dena","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Catfish love these","I have a 5"" Pictus catfish that loves these. They sink the the bottom pretty quickly and disolve for him pretty easily. My cichlids enjoy them too.","15 Apr 2022","Size: 6.5 Ounce","","Yes","Corey M","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Good option","This has been a good choice for sinking pellets. It does not make a mess or break apart super quickly like some others. And the fish seem excited too, though I do not think they are terribly picky eaters!","12 Apr 2022","Size: 6.5 Ounce","","Yes","CoachDad","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Good product good price","The fish like it, it comes from a good brand and is a quality product. All around not a bad deal.","08 Apr 2022","Size: 6.5 Ounce","","Yes","Bdiddy","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Every fish, crab and shrimp love these!","Our freshwater and saltwater aquariums full of life appreciate this food. Sticks and pellets float more than expected. With smaller fish and bottom feeders I like the variety of sizes, often breaking open pieces to spread around. Crushing them makes dust so I split them to keep shell more intact. Fish break up the rest.","07 Apr 2022","Size: 6.5 Ounce","","Yes","Jason Pedersen","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Fish Love The Taste!!!","Cheap and worth the money too! Fish love the taste and will eat it all up like nothing. Whatever you see lefted behide when you check in the morning they ate every crumb 😆","06 Apr 2022","Size: 3-1/4-Ounce","","Yes","Geronimo Arroyo","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"That's good fish food","Not top shelf but it'll get the job done. My catfish really loves it. So as long as the fish eats it, it's perfect in my book. There's no need to switch it off.","01 May 2022","Size: 6.5 Ounce","","Yes","Jorge_film_reviews","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Fish don't readyly go to it","Won't buy again. Fish don't seem to get excited over the food","26 Apr 2022","Size: 6.5 Ounce","","Yes","Mikey","2.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Otocinclus Catfish","They don't stay the same color as you put them it, they become a white cloudy mess, and leave residue when removing. My oto cat died literally on top of one of the little thing of food.","24 Apr 2022","Size: 6.5 Ounce","","No","Adrian","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"The little guys seem to love them!","They sink right to the bottom of the tank, lay on top of the stones and do not disintegrate right away.  Packaging is very ergonomic and easy to use & open.","17 Apr 2022","Size: 6.5 Ounce","","Yes","AJS_561","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Fish approved","My fish love it. They are happy and healthy so it must be good.","17 Apr 2022","Size: 6.5 Ounce","","Yes","Dena","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Catfish love these","I have a 5"" Pictus catfish that loves these. They sink the the bottom pretty quickly and disolve for him pretty easily. My cichlids enjoy them too.","15 Apr 2022","Size: 6.5 Ounce","","Yes","Corey M","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Good option","This has been a good choice for sinking pellets. It does not make a mess or break apart super quickly like some others. And the fish seem excited too, though I do not think they are terribly picky eaters!","12 Apr 2022","Size: 6.5 Ounce","","Yes","CoachDad","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Good product good price","The fish like it, it comes from a good brand and is a quality product. All around not a bad deal.","08 Apr 2022","Size: 6.5 Ounce","","Yes","Bdiddy","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Every fish, crab and shrimp love these!","Our freshwater and saltwater aquariums full of life appreciate this food. Sticks and pellets float more than expected. With smaller fish and bottom feeders I like the variety of sizes, often breaking open pieces to spread around. Crushing them makes dust so I split them to keep shell more intact. Fish break up the rest.","07 Apr 2022","Size: 6.5 Ounce","","Yes","Jason Pedersen","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Fish Love The Taste!!!","Cheap and worth the money too! Fish love the taste and will eat it all up like nothing. Whatever you see lefted behide when you check in the morning they ate every crumb 😆","06 Apr 2022","Size: 3-1/4-Ounce","","Yes","Geronimo Arroyo","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"That's good fish food","Not top shelf but it'll get the job done. My catfish really loves it. So as long as the fish eats it, it's perfect in my book. There's no need to switch it off.","01 May 2022","Size: 6.5 Ounce","","Yes","Jorge_film_reviews","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Fish don't readyly go to it","Won't buy again. Fish don't seem to get excited over the food","26 Apr 2022","Size: 6.5 Ounce","","Yes","Mikey","2.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Otocinclus Catfish","They don't stay the same color as you put them it, they become a white cloudy mess, and leave residue when removing. My oto cat died literally on top of one of the little thing of food.","24 Apr 2022","Size: 6.5 Ounce","","No","Adrian","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"The little guys seem to love them!","They sink right to the bottom of the tank, lay on top of the stones and do not disintegrate right away.  Packaging is very ergonomic and easy to use & open.","17 Apr 2022","Size: 6.5 Ounce","","Yes","AJS_561","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Fish approved","My fish love it. They are happy and healthy so it must be good.","17 Apr 2022","Size: 6.5 Ounce","","Yes","Dena","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Catfish love these","I have a 5"" Pictus catfish that loves these. They sink the the bottom pretty quickly and disolve for him pretty easily. My cichlids enjoy them too.","15 Apr 2022","Size: 6.5 Ounce","","Yes","Corey M","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Good option","This has been a good choice for sinking pellets. It does not make a mess or break apart super quickly like some others. And the fish seem excited too, though I do not think they are terribly picky eaters!","12 Apr 2022","Size: 6.5 Ounce","","Yes","CoachDad","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Good product good price","The fish like it, it comes from a good brand and is a quality product. All around not a bad deal.","08 Apr 2022","Size: 6.5 Ounce","","Yes","Bdiddy","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Every fish, crab and shrimp love these!","Our freshwater and saltwater aquariums full of life appreciate this food. Sticks and pellets float more than expected. With smaller fish and bottom feeders I like the variety of sizes, often breaking open pieces to spread around. Crushing them makes dust so I split them to keep shell more intact. Fish break up the rest.","07 Apr 2022","Size: 6.5 Ounce","","Yes","Jason Pedersen","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Fish Love The Taste!!!","Cheap and worth the money too! Fish love the taste and will eat it all up like nothing. Whatever you see lefted behide when you check in the morning they ate every crumb 😆","06 Apr 2022","Size: 3-1/4-Ounce","","Yes","Geronimo Arroyo","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"THEY DO NOT SINK","Although my molly and guppy fish like munching on these.  I bought them for my Cory fish.  These DO NOT SINK.  They float on top.","17 Jul 2021","Size: 6.5 Ounce","","Yes","Stephanie Lane","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"Love them","The fish eat them right up","12 Jul 2021","Size: 6.5 Ounce","","No","David","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"Not good","It doesn’t sink. Normal everyday fish are not interested in this food.","07 Jul 2021","Size: 6.5 Ounce","","Yes","Christine S.","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"These pellets don't sink as advertised.","It says ""Sinking pellets,"" and that they are good for bottom feeders, yet these pellets don't sink at all, they never get to the bottom they just continue to float around the top of the tank regardless of how much time passes. Complete waste of money and entirely that is completely worthless for the advertised task. I would not buy again, and I do not recommend these to anyone. Complete rip-off of a product. Don't get cheated by a bad product, buy something else.","07 Jul 2021","Size: 6.5 Ounce","","Yes","Doug W.","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"My Koi fish love these","My fish love these","01 Jul 2021","Size: 6.5 Ounce","","Yes","AJ Lieber","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"Floating","It’s floating not sinking.","30 Jun 2021","Size: 6.5 Ounce","","Yes","Luna","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"Great value","Price is great my fishes love it","30 Jun 2021","Size: 6.5 Ounce","","Yes","IHZUHBEHL1982","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"Tiny pink worm-like things in water","Soon after using these, I noticed tiny thin red/ pink worm-like creatures 1/4 to 1/2"" long on my pond filters. A few were alive. This happened last year, and sent me to the pet store for parasite control meds. Decided to try again this year, but will now ditch the rest. Ugh.","28 Jun 2021","Size: 6.5 Ounce","","Yes","GrassValleyMe","2.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"Doesn't sink fast enough.","Bought this for my Cory cats. However, most of my other fish eat it before it finally gets to the bottom. Probably won't buy again.","26 Jun 2021","Size: 6.5 Ounce","","Yes","TTS","3.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"Clouds up water","Even just 1 or 2 pellets, it clouds up the tank. I have plenty of bottom feeders, they eat it it no problem","26 Jun 2021","Size: 6.5 Ounce","","Yes","cheryl meyer","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
