"title","content","date","variant","images","verified","author","rating","product","url"
"When you can't get the Fancy Feast in the store you can count on Amazon.","Cat food is hard to find these days in the store but Amazon always seems to have it. With a good variety.","15 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Gale","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=5&sortBy=recent#reviews-filter-bar
"
"Just as advertised and good quality","Great product and Kitty loves it!","13 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","navyman","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=5&sortBy=recent#reviews-filter-bar
"
"Order this item alone don’t mix with other items","We order case quantities of 1 flavor (chicken) but was not available from Amz but only 3rd parties and 2x+ what normal price is so ordered the mixed.  Over 90% of cans damaged, some could not have been opened.  Discarded due to danger of leakage and asked for replacement.  Terrible packing!  Replacement came in a perfect fit exterior box and no damage.","13 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","https://m.media-amazon.com/images/I/71Z38-kWWwL._SY88.jpg","Yes","shilohdad","3.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=5&sortBy=recent#reviews-filter-bar
"
"They like it ALOT.","They like it.as soon as they hear the can open they come running.YUMMY.","13 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Jeremy O'Camb","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=5&sortBy=recent#reviews-filter-bar
"
"My cat hates everything and particularly me","My cat hates everything. He is a grumpy old man. I have no idea what he wants to eat. however, he will always eat these, except when he doesn't. I can't predict those times. Or when he decides to through the food back up. Again, I have no idea why he feels the need to do that.","13 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","b.rollin","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=5&sortBy=recent#reviews-filter-bar
"
"I'd have to be really hungry...","but the cats love it!","12 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","S. Griffith","4.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=6&sortBy=recent#reviews-filter-bar
"
"my cat love it","my cat like this very much","12 Apr 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","","Yes","Neko","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=6&sortBy=recent#reviews-filter-bar
"
"Kitties Like It","We have 3 cats inside and all are spoiled. They mustt have the wet food mixed with the dry food. This is a variety pack and the cats seem to like the flavors.","11 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Alice Ceballos","4.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=6&sortBy=recent#reviews-filter-bar
"
"Delivered quick, cats love. Thanks!","Cats have always loved this. Right mix of gravy and meat. Nice portion size.","11 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Christine S.","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=6&sortBy=recent#reviews-filter-bar
"
"CAnCEL OrDer. Dog has died and cat ran away.","I need to cancel the dog and cat food. Please and thank you","11 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","George E McWilliams","3.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=6&sortBy=recent#reviews-filter-bar
"
"Fast shipping","My cat likes this.","10 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Amazon Customer","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=6&sortBy=recent#reviews-filter-bar
"
"My cat absolutely love this stuff.","For some reason, out of all the brands we have tried this particular brand, and flavors is all my cats will eat when it comes to wet food. We've tried probably 6-8 brands and this seems to be the one they want.  It's odd as all 3 of our cats are like this, when it comes to wet food.","10 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Zuess.","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=6&sortBy=recent#reviews-filter-bar
"
"Only thing my cat will eat","Only product (wet food) my cat will eat and not get an upset stomach.","09 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Scott Korpela","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=6&sortBy=recent#reviews-filter-bar
"
"It must taste great.","My cat loves the taste and it comes in 3 flavors.","07 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Dave","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=6&sortBy=recent#reviews-filter-bar
"
"Great deal","Cats love this.","06 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Jodi ME","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=6&sortBy=recent#reviews-filter-bar
"
"Perfect!","Great product & price! Delivered on time!","05 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Ki","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=7&sortBy=recent#reviews-filter-bar
"
"Muy buena calidad, variedad de sabores","Muy buen producto, lo recomiendo","04 Apr 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","https://m.media-amazon.com/images/I/71bmJL-B49L._SY88.jpg
https://m.media-amazon.com/images/I/71iWJjgBr3L._SY88.jpg","Yes","Sonia Matos/ Arnaldo Rivera","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=7&sortBy=recent#reviews-filter-bar
"
"Cats didn't like it","All three of my cats disliked it.  There were only 3 flavors chicken, turkey and beef.  Very basis but none of them would eat them","04 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","luv2shop","2.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=7&sortBy=recent#reviews-filter-bar
"
"Purina Fancy Feast","The media could not be loaded. Our neighbors cat, Checkers, loves Fancy Feast Catfood.  When the weather is nice she visits us daily for her treat of Fancy Feast.  The only food she likes more is fresh salmon.  But, Fancy Feast will have to do for now. As expected, ordering, shipment, and delivery was first rate from the seller, Amazon, and the shipper (Amazon also).  Thank you all.","03 Apr 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","","Yes","Frederick William Neal","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=7&sortBy=recent#reviews-filter-bar
"
"Cats love Fancy Feast!","Our cats love Fancy Feast. Never had a recall. They refuse all holistic cat food. Some flavors are low carb. Some are low phosphorus. Pate, gravy, love both.","03 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Bernie M D","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=7&sortBy=recent#reviews-filter-bar
"
"Cat approved","My cat's love this food. They look forward to it everyday.","02 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","matso","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=7&sortBy=recent#reviews-filter-bar
"
"damaged boxes were sent out","the first 4 packs arrived,2 were stamped as broken packages and retaped,cans leaking out in the package from 2 boxes,one day after delivery some beetle bugs crawling out from the boxes","02 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","csilla","2.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=7&sortBy=recent#reviews-filter-bar
"
"For your picky eater","With the pet food shortage we currently have, it's a relief to be able to get this shipped to me. The picky princess kitty has to have her fancy feast.","02 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Bobo the FMCSMT","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=7&sortBy=recent#reviews-filter-bar
"
"My cats prefer this food!","My cats are very particular about their food. First, they won’t touch any kind of fish or seafood. Second, they want gravy on everything. Friskees Gravy Lovers is perfect! Their favorite is the chicken. I subscribe to having monthly delivery for boxes of the meat & poultry (24 cans) augmented by flats of the chicken alone (12 cans). This works out very well for my family.","01 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Debbie I.","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=7&sortBy=recent#reviews-filter-bar
"
"Great But....","Great food, cats love it, sadly this seller is selling it for double the cost of retail price found everywhere.","29 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","No","Kimba","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_7?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=7&sortBy=recent#reviews-filter-bar
"
"Hard to find and over-priced","But my cat lives loves these. I wish the chicken variety was available by itself, cannot find it.","27 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","ReviewerEG","4.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=8&sortBy=recent#reviews-filter-bar
"
"Cats usually only eat pate","Cats surprised me but lacking bowl clean.Theusually only eat pate,but the gravy made the difference.It is a reasonable price.This will be on our list often","27 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","mickie w.","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=8&sortBy=recent#reviews-filter-bar
"
"Chewie loves it.","As expected","26 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Richard T.","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=8&sortBy=recent#reviews-filter-bar
"
"Glad to see that prices have come back down","I've been buying these for regular price elsewhere for a while now because sellers on Amazon were doubling down on the shortage. Now that prices have returned to normal, I bought some here for the cashback. But yea, the cat loves this stuff.","26 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Kay Eigh","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=8&sortBy=recent#reviews-filter-bar
"
"A little at a time","Works as fine for me, so far so good","25 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","MELISSA","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=8&sortBy=recent#reviews-filter-bar
"
"Nice good quality food","My cat loves them, doesn’t smell horrible like some other wet foods which is important because I feed her in my room. Packaged nicely vs some of those other wet foods I’ve seen reviews of with bugs. Nice quality easy to bite chunks","25 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Kyle","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=8&sortBy=recent#reviews-filter-bar
"
"Amazon left it at the wrong apartment!","Product was great, it was Amazon that screwed up. I had to hunt it down since left at wrong address!","25 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Janet L. Bodenschatz","1.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=8&sortBy=recent#reviews-filter-bar
"
"My cat’s fav food!","Olaf follows me around meowing until I give him his fancy feast every morning & every night :)","25 Mar 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","https://m.media-amazon.com/images/I/71Nnr97btLL._SY88.jpg","Yes","Laura hoover","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=8&sortBy=recent#reviews-filter-bar
"
"Great value","My cat loves fancy feast gravy food and now hard to find in stores","24 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Stacey from nb","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=8&sortBy=recent#reviews-filter-bar
"
"Very well","Nothing","24 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","No","celenia olmo","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_8?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=8&sortBy=recent#reviews-filter-bar
"
"Cats were happy","Cats like it","22 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Roxy","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=9&sortBy=recent#reviews-filter-bar
"
"Great for cats with Kidney issues","I really like this for my 18 yo girl, she's been eating this for the past three years. she was diagnosed with level 3 kidney disease three years ago and didn't like the prescription food the vet prescribed. This is a good alternative that's lower in phosphorus level.","22 Mar 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","","Yes","JAK","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=9&sortBy=recent#reviews-filter-bar
"
"Our pets reaction makes me wonder","Our pet has enjoyed this product for 3 years. Purchased on amazon before, was ok. In market. Ok. Not this batch. Our pet became ill with first can. Took a break, served store-bought. Was fine for 4 days. Tried this product again- digestive issue again. Took 3 day break. Tried again, same result. We kept it stored in cool temps until use as it should be but I wonder if it was stored in heat before. Something is different.","20 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Annie T.","2.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=9&sortBy=recent#reviews-filter-bar
"
"Senior Cat likes it","What can I say?  Cat likes it, because she likes gravy. Have not indulged, myself.","19 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Leonard M Goldberg","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=9&sortBy=recent#reviews-filter-bar
"
"GRAVY","We've tried different brands and this is the one we keep coming back to for variety and price. I have three cats that split a can as a treat to supplement their dry food. I sometimes add a little water (""extra gravy"") so my UTI prone cat gets extra liquids.","19 Mar 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","","Yes","Meg","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=9&sortBy=recent#reviews-filter-bar
"
"The only wet cat food my stray will eat","My picky cat won't eat any other food. She loves the gravy","19 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Lola","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=9&sortBy=recent#reviews-filter-bar
"
"That they like it","My 3 kittens love the gravy and flavor","18 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Gary hamm","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=9&sortBy=recent#reviews-filter-bar
"
"MISSING CANS","I was getting extremely worried that I couldn’t find cat food on my local stores shelves. Even the price wasn’t that bad. I don’t understand how I paid for a box of 24 and two are missing. I would send back but my cats need to eat.","17 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","https://m.media-amazon.com/images/I/71e4czuZkZL._SY88.jpg","Yes","Angel-Marie Pisciotta","3.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=9&sortBy=recent#reviews-filter-bar
"
"It’s all my cat will eat with gravy only 🤣","All of the above! Yes definitely a great price!","17 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","https://m.media-amazon.com/images/I/71nCJnlHEdL._SY88.jpg","Yes","Tanya Davis","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=9&sortBy=recent#reviews-filter-bar
"
"Great cat food","Only food my wife’s cats will eat","15 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","USM1811","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=9&sortBy=recent#reviews-filter-bar
"
"A+","Great food. Great price.","14 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Fatena Creselious","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=10&sortBy=recent#reviews-filter-bar"
"Great value","My cats LOVE this. Hope is continues to be available!","14 Mar 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","C Capps","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=10&sortBy=recent#reviews-filter-bar"
