"title","content","date","variant","images","verified","author","rating","product","url"
"Possible bad batch?","I bought a case of Chicken and Duck and a case of turkey and venison my dog wouldn't eat either. He loved both these flavors when I bought a small amount from a local store. I can only assume that this was exposed to the heat wave we experienced a few weeks prior to my purchase. He still loves the Beef and Bison flavor, but I had purchased that before the heat wave.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Mike","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"my dog","my dog will only eat it if he was really hungry.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Leon","3.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Quality clean ingredients for my dog","Agrees with my dogs sensitive stomach issues.  Doesn't cause bowel issues.","26 Apr 2022","Color: Grain Free Beef & Wild-Caught Salmon Size: (12) 13 oz. Cans Style: Ground - Grain Free","","Yes","Rhonda Ann Oetzel","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Smells yucky!!","Dogs didn't like smell was awful","05 May 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Colleen Rogers","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"My dog refused it","My dog is not picky but refused it. The chunky parts are like rubber. I could not even cut them up without a knife. I offered it to the outdoor cats and they also refused. Not for us.","04 May 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","KimK","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Best food for dogs 🐶","My dog love this product .. best food ever!!","01 May 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Veronica Gallardo","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"my dog like it","it was small can","30 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Don Zacharias","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"A mi perro le encanta","Para mi perto","30 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Anamary Lopez","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Dog likes it","One of the 2 brands I have been buying for my dog. She seems to like it. Better value than others, too.","29 Apr 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Grazyna Iwanow","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"The cans was crumpled.","2 or more of the cans was crumpleds.","29 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Amazon Customer","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Possible bad batch?","I bought a case of Chicken and Duck and a case of turkey and venison my dog wouldn't eat either. He loved both these flavors when I bought a small amount from a local store. I can only assume that this was exposed to the heat wave we experienced a few weeks prior to my purchase. He still loves the Beef and Bison flavor, but I had purchased that before the heat wave.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Mike","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"my dog","my dog will only eat it if he was really hungry.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Leon","3.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Quality clean ingredients for my dog","Agrees with my dogs sensitive stomach issues.  Doesn't cause bowel issues.","26 Apr 2022","Color: Grain Free Beef & Wild-Caught Salmon Size: (12) 13 oz. Cans Style: Ground - Grain Free","","Yes","Rhonda Ann Oetzel","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Smells yucky!!","Dogs didn't like smell was awful","05 May 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Colleen Rogers","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"My dog refused it","My dog is not picky but refused it. The chunky parts are like rubber. I could not even cut them up without a knife. I offered it to the outdoor cats and they also refused. Not for us.","04 May 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","KimK","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Best food for dogs 🐶","My dog love this product .. best food ever!!","01 May 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Veronica Gallardo","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"my dog like it","it was small can","30 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Don Zacharias","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"A mi perro le encanta","Para mi perto","30 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Anamary Lopez","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Dog likes it","One of the 2 brands I have been buying for my dog. She seems to like it. Better value than others, too.","29 Apr 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Grazyna Iwanow","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"The cans was crumpled.","2 or more of the cans was crumpleds.","29 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Amazon Customer","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Possible bad batch?","I bought a case of Chicken and Duck and a case of turkey and venison my dog wouldn't eat either. He loved both these flavors when I bought a small amount from a local store. I can only assume that this was exposed to the heat wave we experienced a few weeks prior to my purchase. He still loves the Beef and Bison flavor, but I had purchased that before the heat wave.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Mike","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"my dog","my dog will only eat it if he was really hungry.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Leon","3.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Quality clean ingredients for my dog","Agrees with my dogs sensitive stomach issues.  Doesn't cause bowel issues.","26 Apr 2022","Color: Grain Free Beef & Wild-Caught Salmon Size: (12) 13 oz. Cans Style: Ground - Grain Free","","Yes","Rhonda Ann Oetzel","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=7
"
"Smells yucky!!","Dogs didn't like smell was awful","05 May 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Colleen Rogers","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"My dog refused it","My dog is not picky but refused it. The chunky parts are like rubber. I could not even cut them up without a knife. I offered it to the outdoor cats and they also refused. Not for us.","04 May 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","KimK","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Best food for dogs 🐶","My dog love this product .. best food ever!!","01 May 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Veronica Gallardo","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"my dog like it","it was small can","30 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Don Zacharias","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"A mi perro le encanta","Para mi perto","30 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Anamary Lopez","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Dog likes it","One of the 2 brands I have been buying for my dog. She seems to like it. Better value than others, too.","29 Apr 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Grazyna Iwanow","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"The cans was crumpled.","2 or more of the cans was crumpleds.","29 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Amazon Customer","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Possible bad batch?","I bought a case of Chicken and Duck and a case of turkey and venison my dog wouldn't eat either. He loved both these flavors when I bought a small amount from a local store. I can only assume that this was exposed to the heat wave we experienced a few weeks prior to my purchase. He still loves the Beef and Bison flavor, but I had purchased that before the heat wave.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Mike","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"my dog","my dog will only eat it if he was really hungry.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Leon","3.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Quality clean ingredients for my dog","Agrees with my dogs sensitive stomach issues.  Doesn't cause bowel issues.","26 Apr 2022","Color: Grain Free Beef & Wild-Caught Salmon Size: (12) 13 oz. Cans Style: Ground - Grain Free","","Yes","Rhonda Ann Oetzel","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=8
"
"Smells yucky!!","Dogs didn't like smell was awful","05 May 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Colleen Rogers","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"My dog refused it","My dog is not picky but refused it. The chunky parts are like rubber. I could not even cut them up without a knife. I offered it to the outdoor cats and they also refused. Not for us.","04 May 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","KimK","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Best food for dogs 🐶","My dog love this product .. best food ever!!","01 May 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Veronica Gallardo","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"my dog like it","it was small can","30 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Don Zacharias","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"A mi perro le encanta","Para mi perto","30 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Anamary Lopez","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Dog likes it","One of the 2 brands I have been buying for my dog. She seems to like it. Better value than others, too.","29 Apr 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Grazyna Iwanow","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"The cans was crumpled.","2 or more of the cans was crumpleds.","29 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Amazon Customer","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Possible bad batch?","I bought a case of Chicken and Duck and a case of turkey and venison my dog wouldn't eat either. He loved both these flavors when I bought a small amount from a local store. I can only assume that this was exposed to the heat wave we experienced a few weeks prior to my purchase. He still loves the Beef and Bison flavor, but I had purchased that before the heat wave.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Mike","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"my dog","my dog will only eat it if he was really hungry.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Leon","3.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"Quality clean ingredients for my dog","Agrees with my dogs sensitive stomach issues.  Doesn't cause bowel issues.","26 Apr 2022","Color: Grain Free Beef & Wild-Caught Salmon Size: (12) 13 oz. Cans Style: Ground - Grain Free","","Yes","Rhonda Ann Oetzel","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=9
"
"She loves it!","I have an older Shi-Tzu that has limited chewing abilities due to her loss of teeth. I ordered her this and she actually dances around when she know it's feeding time. She loves it!","31 Jan 2022","Color: True Instinct Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Gravy","","Yes","Jeff","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"The item in the box when opened had some kind of either dead bugs or eggs.","It had bugs on the containers and box. I have been purchasing for a long time from Amazon and this is the first time I opened it like this.","31 Jan 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","https://m.media-amazon.com/images/I/718BxPyXj8L._SY88.jpg
https://m.media-amazon.com/images/I/71O9ssUvltL._SY88.jpg
https://m.media-amazon.com/images/I/71ZcvCYIddL._SY88.jpg
https://m.media-amazon.com/images/I/71aVf+IjHfL._SY88.jpg
https://m.media-amazon.com/images/I/71qPsX2CDCL._SY88.jpg","Yes","Leesham Sukhnandan","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
"Disappointing .........","Although automatic delivery is convenient, my most recent delivery was very disappointing. Most of the cans were dented at the top and two of the cans had broken seals. I did not noticed the seals had been broken until I opened them only to discover thick mold all over the top of the food. Because of this experience, and the inability to mix the flavors, I have cancelled my delivery subscription.","29 Jan 2022","Color: Grain Free Turkey & Venison Size: (12) 13 oz. Cans Style: Ground - Grain Free","","Yes","Amazon Customer","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10"
